client_id,anciennete_mois,plan,industrie,revenu_mensuel,connexions_30j,tickets_support_6m,adoption_fonctionnalites_pct,nps,retards_paiement,nb_utilisateurs,jours_sans_connexion,type_contrat,mention_concurrent,hausse_prix_annoncee,score_risque_churn,a_churne,raison_depart,cohorte_anciennete,statut_client,tier_risque,segment_engagement,mention_concurrent_txt,hausse_prix_txt
CLI04381,62,Professionnel,Manufacturier,630.17,46,7,89.5,10,2,141,61,Mensuel,0,0,0.059,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04382,34,Premium,Technologie,18695.89,50,9,56.6,10,4,33,134,Annuel,0,0,0.134,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04383,17,Premium,Technologie,8081.72,56,16,13.2,5,2,99,80,Pluriannuel,1,1,0.172,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI04384,48,Professionnel,Santé,925.43,40,6,50.2,10,1,194,109,Pluriannuel,0,0,0.089,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04385,53,Professionnel,Commerce de détail,698.79,15,9,94.9,10,1,104,4,Mensuel,1,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Oui,Non
CLI04386,61,Professionnel,Manufacturier,674.79,47,16,89.5,2,0,11,124,Mensuel,0,0,0.136,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04387,11,Professionnel,Technologie,590.55,7,15,94.4,1,4,149,137,Annuel,0,0,0.369,0,(client actif),7-12 mois,Actif,🟡 Moyen,Inactif,Non,Non
CLI04388,15,Entreprise,Santé,3157.58,2,12,67.9,1,4,151,25,Pluriannuel,0,1,0.237,0,(client actif),13-24 mois,Actif,🟢 Faible,Inactif,Non,Oui
CLI04389,11,Professionnel,Santé,861.3,2,17,43.3,5,3,44,151,Mensuel,1,0,0.48,0,(client actif),7-12 mois,Actif,🟡 Moyen,Très inactif,Oui,Non
CLI04390,7,Professionnel,Santé,643.56,9,4,85.4,5,0,193,68,Annuel,1,1,0.283,1,Prix trop élevé,7-12 mois,Parti,🟢 Faible,Inactif,Oui,Oui
CLI04391,47,Entreprise,Technologie,4103.09,11,7,85.6,6,4,70,57,Annuel,1,1,0.208,0,(client actif),25-48 mois,Actif,🟢 Faible,Inactif,Oui,Oui
CLI04392,8,Professionnel,Services professionnels,590.65,14,6,18.0,8,1,164,69,Mensuel,0,1,0.183,0,(client actif),7-12 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI04393,5,Professionnel,Finance,427.03,46,17,74.8,2,2,122,26,Pluriannuel,0,0,0.02,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04394,81,Entreprise,Services professionnels,2657.65,26,5,87.7,6,2,190,91,Mensuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04395,66,Professionnel,Services professionnels,805.34,57,12,85.9,6,4,170,4,Pluriannuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04396,63,Professionnel,Santé,895.23,50,8,68.6,7,2,101,21,Mensuel,0,1,0.09,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI04397,21,Premium,Finance,16573.38,45,7,53.4,4,1,197,153,Pluriannuel,0,0,0.16,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04398,71,Entreprise,Finance,2496.82,10,11,74.9,2,3,180,159,Annuel,0,0,0.299,1,Faillite/Fermeture,48+ mois,Parti,🟢 Faible,Inactif,Non,Non
CLI04399,12,Professionnel,Finance,704.4,5,9,51.5,10,1,129,124,Mensuel,0,1,0.253,0,(client actif),7-12 mois,Actif,🟢 Faible,Inactif,Non,Oui
CLI04400,11,Professionnel,Santé,551.32,11,6,33.9,10,4,158,7,Annuel,0,0,0.02,0,(client actif),7-12 mois,Actif,🟢 Faible,Inactif,Non,Non
CLI04401,54,Professionnel,Manufacturier,792.15,17,6,28.3,1,1,129,91,Mensuel,0,1,0.264,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI04402,81,Démarrage,Finance,186.29,24,16,53.7,3,1,176,113,Mensuel,0,0,0.207,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI04403,10,Professionnel,Technologie,834.39,33,4,46.0,7,2,142,115,Mensuel,0,1,0.331,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI04404,16,Premium,Technologie,5190.94,25,9,52.2,4,3,159,141,Pluriannuel,0,1,0.149,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI04405,15,Professionnel,Finance,537.11,23,19,28.5,0,0,190,55,Mensuel,0,0,0.197,0,(client actif),13-24 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI04406,58,Professionnel,Finance,913.76,57,14,58.2,2,4,87,95,Annuel,0,1,0.128,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI04407,79,Démarrage,Finance,163.71,15,12,64.6,4,4,159,9,Annuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI04408,4,Professionnel,Technologie,575.34,35,13,77.6,5,1,121,58,Pluriannuel,0,1,0.116,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI04409,22,Premium,Commerce de détail,16859.97,35,16,58.1,1,2,135,171,Mensuel,0,0,0.191,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04410,35,Professionnel,Manufacturier,365.23,20,6,73.0,7,2,148,109,Pluriannuel,0,0,0.024,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI04411,14,Professionnel,Commerce de détail,517.32,29,3,20.2,6,4,84,30,Annuel,0,1,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI04412,31,Démarrage,Technologie,253.89,48,8,15.9,6,0,159,112,Annuel,0,0,0.101,1,Prix trop élevé,25-48 mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI04413,74,Démarrage,Technologie,290.4,19,18,21.2,10,0,9,106,Pluriannuel,0,0,0.186,1,Faillite/Fermeture,48+ mois,Parti,🟢 Faible,Modéré,Non,Non
CLI04414,70,Professionnel,Santé,846.99,53,13,81.2,6,3,11,61,Mensuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04415,11,Entreprise,Commerce de détail,1688.65,59,2,55.1,4,1,6,67,Annuel,0,0,0.02,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04416,36,Entreprise,Finance,4339.08,41,3,46.0,1,4,171,117,Annuel,0,1,0.33,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI04417,74,Professionnel,Services professionnels,632.04,49,1,73.6,7,0,59,167,Pluriannuel,0,0,0.141,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04418,80,Professionnel,Finance,847.1,58,7,16.2,2,0,110,157,Pluriannuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04419,24,Démarrage,Technologie,146.87,18,1,5.6,2,2,18,21,Annuel,0,1,0.267,0,(client actif),13-24 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI04420,40,Entreprise,Santé,2363.53,10,3,33.0,1,3,127,12,Mensuel,0,0,0.206,0,(client actif),25-48 mois,Actif,🟢 Faible,Inactif,Non,Non
CLI04421,42,Professionnel,Commerce de détail,930.15,13,1,27.4,1,4,29,82,Annuel,0,0,0.253,1,Prix trop élevé,25-48 mois,Parti,🟢 Faible,Modéré,Non,Non
CLI04422,21,Démarrage,Santé,281.16,35,3,32.7,1,3,129,23,Mensuel,0,0,0.053,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04423,81,Démarrage,Manufacturier,156.04,15,8,92.6,5,0,118,145,Annuel,0,1,0.256,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI04424,51,Professionnel,Santé,357.49,2,1,56.1,7,3,44,101,Mensuel,0,0,0.128,0,(client actif),48+ mois,Actif,🟢 Faible,Très inactif,Non,Non
CLI04425,81,Démarrage,Manufacturier,284.8,56,19,58.0,2,0,161,116,Pluriannuel,1,0,0.126,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI04426,55,Premium,Commerce de détail,9505.06,21,16,64.0,5,2,67,159,Annuel,0,0,0.276,1,Changement de direction,48+ mois,Parti,🟢 Faible,Modéré,Non,Non
CLI04427,4,Professionnel,Finance,383.08,42,0,40.8,2,1,38,12,Mensuel,0,1,0.031,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI04428,62,Premium,Manufacturier,10220.71,4,5,93.1,8,4,101,176,Mensuel,0,0,0.281,0,(client actif),48+ mois,Actif,🟢 Faible,Très inactif,Non,Non
CLI04429,25,Entreprise,Finance,2127.0,52,15,92.6,0,1,169,22,Mensuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04430,70,Entreprise,Santé,1321.23,1,3,74.2,6,3,16,103,Mensuel,0,0,0.275,1,Prix trop élevé,48+ mois,Parti,🟢 Faible,Très inactif,Non,Non
CLI04431,14,Professionnel,Santé,987.62,11,4,24.1,7,0,38,5,Annuel,0,0,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Inactif,Non,Non
CLI04432,41,Démarrage,Commerce de détail,157.75,44,4,84.2,8,1,63,84,Mensuel,0,0,0.02,1,Prix trop élevé,25-48 mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI04433,57,Entreprise,Finance,2088.52,56,8,14.1,4,2,90,80,Pluriannuel,1,0,0.115,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI04434,38,Professionnel,Commerce de détail,592.95,1,4,61.7,5,3,85,63,Annuel,0,1,0.262,0,(client actif),25-48 mois,Actif,🟢 Faible,Inactif,Non,Oui
CLI04435,62,Premium,Manufacturier,11221.33,36,1,46.1,4,3,9,6,Annuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04436,41,Démarrage,Santé,185.77,54,6,8.5,9,1,155,64,Annuel,1,0,0.11,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI04437,45,Entreprise,Santé,4625.52,18,14,86.4,4,3,159,58,Annuel,0,0,0.11,1,Passage chez concurrent,25-48 mois,Parti,🟢 Faible,Modéré,Non,Non
CLI04438,80,Premium,Santé,5902.55,23,7,91.5,10,4,143,153,Annuel,1,0,0.273,1,Prix trop élevé,48+ mois,Parti,🟢 Faible,Modéré,Oui,Non
CLI04439,16,Professionnel,Services professionnels,958.15,4,2,86.7,10,1,157,125,Annuel,0,1,0.279,0,(client actif),13-24 mois,Actif,🟢 Faible,Très inactif,Non,Oui
CLI04440,19,Premium,Santé,14987.81,25,10,22.3,6,1,9,53,Annuel,0,1,0.18,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI04441,37,Démarrage,Santé,238.5,27,9,35.0,3,2,44,128,Annuel,1,0,0.277,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI04442,79,Professionnel,Manufacturier,409.5,34,3,91.0,5,3,101,98,Mensuel,0,1,0.177,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI04443,61,Entreprise,Manufacturier,2315.5,18,11,14.6,3,2,188,125,Annuel,1,0,0.312,1,Prix trop élevé,48+ mois,Parti,🟢 Faible,Modéré,Oui,Non
CLI04444,26,Démarrage,Commerce de détail,109.44,30,12,57.5,1,3,78,104,Annuel,0,0,0.296,1,Passage chez concurrent,25-48 mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI04445,79,Démarrage,Technologie,229.62,18,6,48.7,1,1,39,20,Pluriannuel,0,0,0.094,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI04446,64,Démarrage,Santé,166.97,42,18,18.7,3,3,179,131,Annuel,0,1,0.351,1,Manque de fonctionnalités,48+ mois,Parti,🟡 Moyen,Actif engagé,Non,Oui
CLI04447,13,Professionnel,Santé,684.88,43,15,84.8,10,2,40,135,Pluriannuel,0,0,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04448,34,Démarrage,Technologie,249.55,18,9,17.1,4,1,63,3,Mensuel,0,1,0.024,1,Passage chez concurrent,25-48 mois,Parti,🟢 Faible,Modéré,Non,Oui
CLI04449,23,Démarrage,Commerce de détail,209.71,19,6,58.3,0,3,134,171,Mensuel,0,1,0.548,1,Manque de fonctionnalités,13-24 mois,Parti,🟡 Moyen,Modéré,Non,Oui
CLI04450,20,Professionnel,Manufacturier,349.05,41,2,33.6,2,2,38,45,Mensuel,0,0,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04451,54,Démarrage,Santé,111.33,16,1,42.6,4,3,160,132,Annuel,0,0,0.413,0,(client actif),48+ mois,Actif,🟡 Moyen,Modéré,Non,Non
CLI04452,73,Premium,Commerce de détail,18006.37,11,0,24.0,7,2,6,162,Annuel,0,0,0.34,1,Prix trop élevé,48+ mois,Parti,🟢 Faible,Inactif,Non,Non
CLI04453,58,Entreprise,Technologie,2047.6,34,15,61.2,3,4,115,70,Annuel,0,0,0.062,1,Mauvais service support,48+ mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI04454,59,Démarrage,Manufacturier,171.44,25,12,94.0,5,2,54,172,Annuel,0,0,0.199,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04455,20,Entreprise,Manufacturier,1872.59,57,2,80.0,3,0,51,170,Annuel,0,0,0.172,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04456,39,Entreprise,Commerce de détail,3794.52,52,13,66.5,4,3,117,52,Annuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04457,78,Démarrage,Finance,176.22,7,17,73.1,6,0,98,177,Mensuel,0,0,0.275,1,Faillite/Fermeture,48+ mois,Parti,🟢 Faible,Inactif,Non,Non
CLI04458,32,Entreprise,Finance,2824.3,39,10,80.5,7,4,162,140,Mensuel,0,0,0.08,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04459,41,Entreprise,Services professionnels,3696.86,24,18,47.5,9,2,76,51,Mensuel,0,1,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI04460,69,Entreprise,Services professionnels,3491.26,24,2,56.0,9,1,137,85,Pluriannuel,0,0,0.16,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI04461,68,Entreprise,Finance,4096.38,44,19,85.6,7,1,133,111,Annuel,1,1,0.216,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI04462,21,Entreprise,Technologie,3994.28,21,1,67.6,10,2,81,135,Mensuel,1,0,0.298,0,(client actif),13-24 mois,Actif,🟢 Faible,Modéré,Oui,Non
CLI04463,24,Démarrage,Finance,186.98,12,5,17.2,6,4,114,115,Annuel,0,0,0.175,0,(client actif),13-24 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI04464,16,Professionnel,Commerce de détail,433.3,41,3,75.2,3,2,61,40,Mensuel,0,0,0.023,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04465,32,Professionnel,Manufacturier,455.25,14,12,7.0,3,1,134,178,Annuel,0,1,0.574,1,Passage chez concurrent,25-48 mois,Parti,🟡 Moyen,Modéré,Non,Oui
CLI04466,83,Démarrage,Commerce de détail,240.35,22,7,81.3,1,1,178,110,Pluriannuel,0,1,0.131,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI04467,26,Professionnel,Commerce de détail,481.9,27,14,75.9,8,1,32,168,Annuel,0,0,0.244,1,Prix trop élevé,25-48 mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI04468,3,Professionnel,Santé,607.32,47,0,79.8,5,2,147,25,Annuel,1,1,0.038,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI04469,82,Démarrage,Technologie,120.58,12,15,7.1,10,4,116,121,Pluriannuel,0,0,0.109,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI04470,7,Démarrage,Manufacturier,123.45,31,19,92.5,2,4,58,6,Annuel,0,0,0.074,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04471,16,Démarrage,Santé,148.99,10,4,60.3,2,4,48,99,Annuel,0,0,0.275,0,(client actif),13-24 mois,Actif,🟢 Faible,Inactif,Non,Non
CLI04472,53,Entreprise,Technologie,1338.33,43,12,77.0,10,1,109,44,Pluriannuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04473,4,Professionnel,Manufacturier,491.19,13,16,56.0,10,3,17,1,Annuel,0,0,0.02,0,(client actif),0-6 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI04474,45,Professionnel,Santé,696.73,51,1,35.6,0,2,60,81,Annuel,0,1,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI04475,32,Démarrage,Services professionnels,247.95,34,12,31.7,1,1,138,133,Annuel,1,1,0.37,1,Faillite/Fermeture,25-48 mois,Parti,🟡 Moyen,Actif engagé,Oui,Oui
CLI04476,83,Entreprise,Finance,1129.81,46,1,11.3,4,4,50,172,Annuel,0,0,0.229,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04477,78,Entreprise,Commerce de détail,3401.47,42,10,53.8,8,2,103,58,Mensuel,0,0,0.085,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04478,58,Professionnel,Services professionnels,553.23,34,14,17.9,2,4,38,96,Mensuel,0,0,0.167,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04479,13,Démarrage,Finance,144.33,49,8,56.1,6,0,112,146,Mensuel,0,0,0.373,0,(client actif),13-24 mois,Actif,🟡 Moyen,Actif engagé,Non,Non
CLI04480,22,Entreprise,Manufacturier,1126.43,39,18,61.2,5,1,168,45,Annuel,1,1,0.042,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI04481,44,Premium,Services professionnels,9888.06,22,3,44.8,10,4,131,169,Pluriannuel,0,1,0.248,1,Prix trop élevé,25-48 mois,Parti,🟢 Faible,Modéré,Non,Oui
CLI04482,44,Démarrage,Services professionnels,256.94,39,16,19.1,2,0,79,163,Annuel,0,1,0.26,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI04483,30,Entreprise,Santé,3119.09,12,14,43.9,10,4,91,164,Mensuel,0,1,0.572,1,Prix trop élevé,25-48 mois,Parti,🟡 Moyen,Modéré,Non,Oui
CLI04484,23,Professionnel,Santé,841.95,5,6,84.1,3,1,31,42,Mensuel,0,1,0.051,0,(client actif),13-24 mois,Actif,🟢 Faible,Inactif,Non,Oui
CLI04485,12,Démarrage,Santé,181.47,28,12,46.2,10,3,16,2,Mensuel,0,0,0.09,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04486,14,Entreprise,Commerce de détail,4372.02,41,7,35.8,10,4,28,18,Annuel,1,0,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI04487,36,Démarrage,Santé,129.07,14,0,61.7,4,4,173,163,Mensuel,0,1,0.352,0,(client actif),25-48 mois,Actif,🟡 Moyen,Modéré,Non,Oui
CLI04488,45,Entreprise,Technologie,4279.13,59,8,60.7,1,0,104,22,Pluriannuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04489,72,Professionnel,Technologie,632.2,57,17,13.2,7,1,165,55,Pluriannuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04490,24,Professionnel,Technologie,821.2,4,16,26.3,6,4,171,69,Annuel,0,1,0.354,1,Faillite/Fermeture,13-24 mois,Parti,🟡 Moyen,Inactif,Non,Oui
CLI04491,3,Démarrage,Services professionnels,147.08,32,16,49.5,8,2,73,175,Mensuel,0,0,0.257,1,Faillite/Fermeture,0-6 mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI04492,78,Professionnel,Finance,639.31,39,7,38.0,7,1,73,152,Annuel,1,0,0.241,1,Mauvais service support,48+ mois,Parti,🟢 Faible,Actif engagé,Oui,Non
CLI04493,51,Démarrage,Manufacturier,245.56,1,2,33.8,6,0,156,32,Mensuel,0,0,0.103,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Non
CLI04494,75,Professionnel,Finance,637.63,32,10,45.1,8,0,71,98,Annuel,0,0,0.131,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04495,55,Démarrage,Services professionnels,190.62,24,1,31.1,9,0,60,113,Pluriannuel,0,0,0.079,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI04496,38,Démarrage,Finance,261.13,58,1,36.3,4,1,64,139,Annuel,0,0,0.129,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04497,82,Démarrage,Commerce de détail,131.47,26,15,74.6,2,1,60,10,Annuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04498,20,Entreprise,Services professionnels,2899.41,55,16,50.9,5,4,99,115,Pluriannuel,1,0,0.222,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI04499,2,Entreprise,Finance,4288.5,58,8,83.6,8,0,36,102,Mensuel,0,0,0.063,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04500,26,Démarrage,Commerce de détail,268.05,47,0,90.4,5,0,175,171,Mensuel,0,0,0.165,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04501,2,Professionnel,Technologie,381.79,24,11,88.0,2,1,166,7,Mensuel,0,1,0.02,0,(client actif),0-6 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI04502,67,Entreprise,Technologie,4399.61,4,5,27.8,1,1,193,48,Annuel,0,0,0.126,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Non
CLI04503,74,Premium,Finance,5181.3,50,10,47.6,4,2,34,77,Mensuel,0,0,0.028,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04504,42,Démarrage,Finance,270.11,42,5,53.2,7,0,150,151,Pluriannuel,0,0,0.254,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04505,40,Professionnel,Technologie,484.34,39,19,81.7,7,1,94,136,Pluriannuel,0,1,0.143,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI04506,9,Entreprise,Santé,3311.67,3,4,55.3,0,1,179,100,Pluriannuel,0,0,0.147,0,(client actif),7-12 mois,Actif,🟢 Faible,Très inactif,Non,Non
CLI04507,2,Démarrage,Technologie,100.93,13,12,27.7,2,4,45,7,Annuel,0,0,0.053,1,Faillite/Fermeture,0-6 mois,Parti,🟢 Faible,Modéré,Non,Non
CLI04508,28,Démarrage,Santé,245.3,16,0,54.3,10,0,71,10,Annuel,0,1,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI04509,3,Entreprise,Technologie,2725.25,40,15,9.0,10,2,2,140,Pluriannuel,0,0,0.285,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04510,16,Professionnel,Manufacturier,891.06,26,18,80.1,4,1,186,165,Mensuel,0,0,0.408,0,(client actif),13-24 mois,Actif,🟡 Moyen,Actif engagé,Non,Non
CLI04511,4,Démarrage,Commerce de détail,210.1,35,10,55.9,0,4,94,154,Annuel,0,0,0.405,0,(client actif),0-6 mois,Actif,🟡 Moyen,Actif engagé,Non,Non
CLI04512,23,Entreprise,Commerce de détail,4337.63,59,1,63.7,5,4,140,5,Annuel,0,1,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI04513,77,Professionnel,Manufacturier,727.17,33,0,23.1,3,3,100,179,Annuel,0,0,0.26,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04514,6,Entreprise,Santé,3982.48,9,12,55.2,8,0,102,175,Pluriannuel,1,0,0.446,1,Mauvais service support,0-6 mois,Parti,🟡 Moyen,Inactif,Oui,Non
CLI04515,74,Premium,Finance,16218.65,50,16,52.8,1,4,27,7,Annuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04516,55,Professionnel,Finance,471.66,21,13,60.8,9,2,98,36,Pluriannuel,1,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Oui,Non
CLI04517,81,Professionnel,Commerce de détail,703.08,40,16,81.3,4,0,166,7,Mensuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04518,8,Professionnel,Finance,910.7,21,9,73.8,4,2,75,167,Pluriannuel,0,0,0.319,0,(client actif),7-12 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI04519,73,Entreprise,Santé,4514.51,27,16,54.2,5,4,148,42,Mensuel,0,0,0.03,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04520,81,Démarrage,Finance,175.94,47,12,85.4,4,0,171,100,Annuel,1,1,0.074,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI04521,64,Professionnel,Technologie,526.43,59,5,37.3,9,4,32,6,Annuel,0,1,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI04522,67,Premium,Manufacturier,14808.51,19,3,49.3,9,4,151,65,Mensuel,0,1,0.191,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI04523,41,Entreprise,Commerce de détail,4112.98,48,3,63.4,8,4,41,2,Annuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04524,40,Professionnel,Finance,323.83,1,13,44.7,0,1,88,67,Mensuel,0,0,0.353,0,(client actif),25-48 mois,Actif,🟡 Moyen,Inactif,Non,Non
CLI04525,27,Entreprise,Santé,1372.73,22,3,37.5,7,1,2,103,Mensuel,0,0,0.208,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI04526,39,Démarrage,Finance,254.75,50,4,15.1,5,2,62,14,Annuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04527,53,Entreprise,Manufacturier,2746.2,33,13,62.2,10,1,120,89,Annuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI04528,40,Premium,Technologie,15013.72,47,14,22.3,8,2,53,80,Annuel,1,0,0.102,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Oui,Non
