date,ligne_production,produit,quart,operateur,unites_produites,unites_defectueuses,taux_defaut_pct,temps_arret_minutes,heures_travaillees,cout_materiaux,cout_main_oeuvre,cout_energie,cout_rebuts,cout_total_production,cout_par_unite_bonne,maintenance_effectuee,age_machine_annees,energie_kwh
2025-08-19,Ligne A,Produit Y1,Nuit,OP016,412,20,4.96,96.5,3.4,8591.14,104.53,95.26,250.23,9041.16,23.01,0,14.0,793.8
2025-08-20,Ligne D,Produit X2,Jour,OP020,963,19,2.07,18.8,11.93,18142.58,516.5,86.13,214.77,18959.98,20.06,0,12.4,717.8
2025-08-20,Ligne B,Produit Y2,Jour,OP016,969,37,3.89,3.8,10.05,9912.54,415.98,64.94,227.1,10620.56,11.38,0,5.1,541.2
2025-08-20,Ligne D,Produit Y2,Jour,OP001,427,7,1.87,10.1,3.5,4117.05,117.52,38.07,40.5,4313.13,10.24,1,1.8,317.2
2025-08-21,Ligne D,Produit X1,Soir,OP005,1156,10,0.91,4.8,8.89,15377.27,350.74,191.09,79.81,15998.9,13.95,0,4.5,1592.4
2025-08-21,Ligne C,Produit Y1,Jour,OP002,1422,16,1.15,25.3,13.29,24386.46,517.95,181.2,164.63,25250.23,17.95,0,3.8,1510.0
2025-08-21,Ligne B,Produit Y2,Jour,OP016,1166,38,3.27,24.9,13.87,22202.91,412.62,100.25,434.16,23149.93,20.5,1,4.1,835.4
2025-08-21,Ligne B,Produit X2,Jour,OP015,1166,43,3.74,21.1,12.89,18328.42,506.41,91.69,405.55,19332.07,17.2,1,12.5,764.1
2025-08-22,Ligne C,Produit Y2,Nuit,OP002,863,88,10.3,7.2,8.25,19114.11,269.71,128.62,1169.44,20681.88,26.65,1,2.5,1071.8
2025-08-22,Ligne C,Produit X2,Soir,OP005,1048,58,5.57,76.3,11.78,10615.77,468.36,175.37,352.51,11612.01,11.72,0,6.1,1461.4
2025-08-23,Ligne D,Produit Y2,Soir,OP020,672,18,2.8,39.7,4.81,7879.7,196.55,61.19,126.64,8264.07,12.62,1,7.0,509.9
2025-08-23,Ligne C,Produit Z1,Jour,OP004,712,35,5.01,71.8,6.63,17553.25,210.15,87.55,517.72,18368.67,27.09,0,10.9,729.6
2025-08-24,Ligne C,Produit Y2,Soir,OP015,749,49,6.58,72.1,7.08,10424.05,218.51,141.31,409.17,11193.04,15.97,0,2.0,1177.6
2025-08-24,Ligne C,Produit X2,Soir,OP012,668,47,7.16,113.3,5.66,10265.84,229.52,43.25,433.38,10971.99,17.64,1,2.3,360.4
2025-08-24,Ligne D,Produit Y2,Jour,OP003,1115,19,1.74,4.4,11.41,9910.28,434.11,234.59,101.32,10680.31,9.74,0,12.6,1954.9
2025-08-24,Ligne A,Produit Y1,Jour,OP009,1381,52,3.77,40.6,11.98,29146.38,368.64,277.92,658.48,30451.43,22.9,1,12.8,2316.0
2025-08-25,Ligne A,Produit Y1,Soir,OP005,703,26,3.74,115.4,5.37,10995.74,226.8,52.33,244.0,11518.87,16.99,0,5.5,436.1
2025-08-25,Ligne A,Produit X2,Soir,OP012,1499,75,5.06,75.3,10.45,35869.82,415.26,147.88,1076.81,37509.77,26.32,0,4.6,1232.3
2025-08-25,Ligne B,Produit Z1,Soir,OP004,463,17,3.7,1.1,5.71,7112.18,254.54,109.06,156.68,7632.47,17.07,1,14.1,908.8
2025-08-25,Ligne B,Produit Y1,Jour,OP014,422,16,3.84,2.0,3.1,5571.66,87.63,87.41,126.75,5873.45,14.43,0,4.5,728.4
2025-08-26,Ligne B,Produit Z1,Jour,OP008,1053,29,2.84,34.2,13.11,13239.62,417.46,222.02,218.77,14097.87,13.75,0,4.3,1850.1
2025-08-26,Ligne D,Produit Y2,Nuit,OP001,720,19,2.74,6.4,4.88,15960.9,176.82,133.8,252.71,16524.24,23.54,0,6.6,1115.0
2025-08-26,Ligne D,Produit Y1,Jour,OP004,1192,26,2.25,0.1,12.47,27546.38,538.44,186.23,360.51,28631.54,24.53,0,4.3,1551.9
2025-08-26,Ligne D,Produit Z1,Soir,OP008,1024,16,1.65,6.5,9.66,15479.11,308.63,215.32,145.12,16148.18,16.0,0,8.9,1794.4
2025-08-27,Ligne D,Produit Z1,Soir,OP016,512,10,1.99,18.7,4.45,4335.3,182.63,61.72,50.8,4630.45,9.21,0,8.6,514.3
2025-08-27,Ligne C,Produit X1,Soir,OP003,1199,97,8.1,268.5,8.84,16501.49,394.38,196.5,800.99,17893.35,16.22,0,11.6,1637.5
2025-08-28,Ligne D,Produit X1,Nuit,OP015,1369,53,3.9,14.0,16.27,24034.79,462.13,302.8,558.3,25358.01,19.25,0,5.1,2523.3
2025-08-29,Ligne D,Produit X2,Soir,OP005,435,16,3.76,54.4,4.22,6109.18,130.25,77.78,134.82,6452.04,15.36,0,2.0,648.2
2025-08-29,Ligne A,Produit X1,Nuit,OP017,958,38,4.01,38.6,9.55,21710.69,373.87,92.03,516.71,22693.3,24.64,0,12.1,766.9
2025-08-29,Ligne A,Produit Y2,Nuit,OP003,909,58,6.44,47.1,6.26,16003.07,232.84,99.03,612.66,16947.61,19.89,0,3.6,825.3
2025-08-30,Ligne C,Produit Y2,Jour,OP015,837,53,6.37,127.2,6.06,20038.52,260.75,151.99,761.32,21212.59,27.02,1,1.4,1266.6
2025-08-30,Ligne C,Produit Z1,Jour,OP006,1265,44,3.48,185.7,14.49,26915.32,588.4,206.29,561.71,28271.72,23.14,0,2.0,1719.1
2025-08-31,Ligne B,Produit Y1,Jour,OP007,856,37,4.33,16.2,7.84,19428.05,230.86,187.18,503.86,20349.96,24.82,0,6.6,1559.9
2025-08-31,Ligne D,Produit Z1,Soir,OP001,1453,33,2.28,11.7,13.61,14804.07,511.89,257.15,201.73,15774.85,11.1,1,3.2,2142.9
2025-08-31,Ligne C,Produit Y2,Jour,OP007,244,19,8.04,202.9,1.92,5577.71,83.03,38.5,260.6,5959.83,26.37,0,9.8,320.8
2025-09-01,Ligne B,Produit Z1,Jour,OP017,821,15,1.9,3.2,9.48,18944.68,420.62,178.94,207.68,19751.91,24.48,1,2.3,1491.1
2025-09-01,Ligne B,Produit X2,Jour,OP001,225,7,3.12,20.5,1.52,5275.44,59.22,18.02,98.47,5451.15,24.89,0,3.3,150.1
2025-09-01,Ligne C,Produit Z1,Soir,OP003,1435,57,4.02,94.6,10.09,15187.86,372.11,233.32,361.97,16155.26,11.72,1,4.6,1944.3
2025-09-01,Ligne B,Produit X1,Nuit,OP004,778,23,3.01,38.4,5.22,16110.34,232.54,157.39,285.76,16786.03,22.2,0,11.4,1311.6
2025-09-02,Ligne A,Produit X2,Soir,OP008,1320,64,4.86,111.4,13.62,11660.88,460.0,140.83,339.23,12600.93,10.02,0,14.5,1173.5
2025-09-02,Ligne C,Produit Z1,Jour,OP007,1157,35,3.04,138.4,7.9,20474.73,342.67,110.36,371.62,21299.38,18.97,0,12.2,919.7
2025-09-02,Ligne D,Produit X1,Nuit,OP018,1007,20,2.02,10.3,10.89,8058.03,375.97,65.65,96.02,8595.68,8.7,0,6.7,547.1
2025-09-02,Ligne C,Produit Y1,Soir,OP005,343,19,5.63,44.5,3.77,3889.39,160.92,66.63,129.27,4246.21,13.07,0,12.1,555.3
2025-09-02,Ligne A,Produit X2,Soir,OP005,1125,24,2.14,27.1,13.19,19680.74,450.01,102.83,251.91,20485.49,18.59,0,9.1,856.9
2025-09-02,Ligne D,Produit X1,Soir,OP003,507,14,2.85,7.4,3.46,10097.66,104.77,94.91,167.3,10464.64,21.18,0,4.0,790.9
2025-09-02,Ligne D,Produit Y2,Jour,OP017,1302,21,1.64,9.7,8.86,29299.66,260.58,84.86,283.55,29928.64,23.35,0,12.7,707.1
2025-09-03,Ligne C,Produit Y2,Jour,OP005,1013,42,4.16,79.2,10.06,13563.3,287.69,139.29,337.41,14327.69,14.74,1,7.0,1160.7
2025-09-03,Ligne A,Produit X2,Jour,OP003,1164,36,3.12,264.6,11.89,28658.09,382.55,109.26,531.8,29681.7,26.29,0,14.7,910.5
2025-09-03,Ligne D,Produit Y1,Nuit,OP016,1116,31,2.82,22.3,10.33,23921.24,430.57,213.44,398.69,24963.94,22.99,0,5.3,1778.6
2025-09-03,Ligne C,Produit Y1,Jour,OP003,872,0,0.1,140.6,6.04,15903.69,216.58,120.82,0.0,16241.08,18.6,1,12.6,1006.8
2025-09-04,Ligne A,Produit Y2,Jour,OP005,275,9,3.61,14.9,2.73,3426.58,83.93,34.37,67.29,3612.16,13.53,0,7.4,286.4
2025-09-04,Ligne B,Produit Y1,Nuit,OP014,956,45,4.72,109.1,10.67,14506.73,309.74,77.74,409.71,15303.91,16.78,1,5.3,647.8
2025-09-05,Ligne A,Produit Y1,Jour,OP001,255,6,2.42,7.0,2.04,2412.13,77.97,47.57,34.05,2571.72,10.29,0,2.3,396.4
2025-09-05,Ligne B,Produit X2,Soir,OP010,1173,39,3.35,38.8,9.87,13483.31,279.75,101.52,268.98,14133.55,12.45,1,3.3,846.0
2025-09-05,Ligne A,Produit X2,Soir,OP018,890,27,3.1,20.5,5.96,12331.4,261.6,90.47,224.46,12907.93,14.94,0,3.2,753.9
2025-09-06,Ligne D,Produit Y1,Nuit,OP015,1089,38,3.5,3.1,13.21,16447.14,372.65,77.17,344.35,17241.3,16.39,0,9.9,643.1
2025-09-06,Ligne C,Produit Y2,Soir,OP011,375,13,3.63,265.8,2.74,5623.45,88.62,28.2,116.97,5857.23,16.14,1,3.6,235.0
2025-09-08,Ligne C,Produit Z1,Jour,OP016,578,37,6.52,114.4,6.66,11521.4,211.91,43.19,442.52,12219.01,22.54,1,5.6,359.9
2025-09-08,Ligne B,Produit Y2,Jour,OP005,860,32,3.83,35.7,6.76,15734.65,218.57,87.74,351.29,16392.24,19.77,0,6.5,731.1
2025-09-09,Ligne B,Produit Z1,Soir,OP004,741,29,3.97,8.9,6.38,9175.08,238.48,119.07,215.45,9748.08,13.67,0,2.0,992.3
2025-09-09,Ligne B,Produit Y2,Soir,OP011,905,34,3.82,6.6,7.01,16307.63,256.24,120.56,367.6,17052.02,19.56,1,14.5,1004.7
2025-09-10,Ligne D,Produit Z1,Nuit,OP007,608,8,1.43,14.8,6.07,4948.76,208.23,60.82,39.07,5256.89,8.75,0,11.0,506.9
2025-09-10,Ligne A,Produit Z1,Soir,OP006,240,11,4.64,33.2,1.69,2001.74,56.84,21.45,55.05,2135.08,9.28,0,10.3,178.7
2025-09-11,Ligne A,Produit Z1,Jour,OP002,1025,29,2.92,101.8,8.96,18597.92,357.47,105.45,315.71,19376.54,19.43,0,8.5,878.7
2025-09-11,Ligne C,Produit X1,Nuit,OP018,1360,78,5.79,0.5,14.17,23946.17,426.54,126.18,824.03,25322.92,19.74,0,13.9,1051.5
2025-09-11,Ligne A,Produit Z1,Soir,OP004,1145,46,4.03,11.6,12.65,23361.79,566.84,137.31,563.13,24629.07,22.39,0,9.3,1144.3
2025-09-11,Ligne D,Produit X2,Soir,OP017,794,18,2.37,0.3,6.69,8080.49,192.21,101.45,109.91,8484.06,10.92,0,6.4,845.4
2025-09-12,Ligne A,Produit Z1,Jour,OP017,852,39,4.61,15.8,9.98,10836.94,312.64,114.47,297.63,11561.68,14.2,0,1.7,953.9
2025-09-12,Ligne B,Produit Z1,Jour,OP007,937,23,2.52,68.3,7.91,14347.35,292.02,95.91,211.31,14946.58,16.34,1,5.5,799.2
2025-09-12,Ligne D,Produit Z1,Jour,OP010,820,9,1.21,19.9,6.95,11658.08,204.73,158.68,76.77,12098.27,14.9,0,6.2,1322.4
2025-09-12,Ligne D,Produit Y1,Soir,OP005,1236,20,1.67,19.5,9.44,30798.55,272.24,97.28,299.02,31467.09,25.86,1,13.4,810.7
2025-09-13,Ligne D,Produit X2,Soir,OP012,1010,20,2.01,11.8,12.36,12197.57,485.84,201.12,144.92,13029.45,13.15,0,7.9,1676.0
2025-09-13,Ligne C,Produit Y1,Soir,OP018,765,53,6.94,33.7,6.1,15678.63,272.88,167.82,651.74,16771.07,23.52,0,11.0,1398.5
2025-09-13,Ligne C,Produit X1,Jour,OP016,272,16,6.15,1.8,1.96,4133.29,68.04,20.66,145.88,4367.87,17.0,1,13.9,172.2
2025-09-13,Ligne B,Produit X1,Soir,OP012,818,21,2.65,26.0,6.28,16644.72,181.79,102.57,256.39,17185.46,21.54,1,5.8,854.7
2025-09-13,Ligne D,Produit Y1,Soir,OP010,766,18,2.41,31.7,7.31,11180.36,274.36,142.85,157.63,11755.21,15.69,1,7.6,1190.5
2025-09-14,Ligne C,Produit Z1,Jour,OP020,1349,98,7.31,100.8,9.66,28791.05,399.93,238.19,1254.94,30684.11,24.51,0,11.0,1984.9
2025-09-15,Ligne C,Produit X1,Soir,OP011,1234,99,8.03,4.3,11.84,18677.45,365.36,273.17,899.06,20215.04,17.79,1,4.1,2276.4
2025-09-15,Ligne C,Produit Z1,Nuit,OP009,951,59,6.3,6.0,11.55,11682.18,442.75,141.87,434.86,12701.66,14.22,1,14.4,1182.3
2025-09-15,Ligne B,Produit X1,Jour,OP002,936,20,2.24,38.7,10.38,15349.81,393.79,182.38,196.79,16122.78,17.58,1,10.1,1519.9
2025-09-15,Ligne A,Produit X2,Jour,OP007,1197,39,3.28,5.7,8.89,17979.18,382.56,225.66,351.47,18938.87,16.34,1,7.3,1880.5
2025-09-15,Ligne C,Produit X2,Nuit,OP018,961,69,7.22,8.2,11.4,18996.14,463.25,82.22,818.36,20359.97,22.8,1,14.2,685.2
2025-09-16,Ligne C,Produit Y1,Soir,OP018,1212,117,9.66,60.1,12.41,20600.57,435.06,120.87,1193.2,22349.69,20.39,1,14.3,1007.2
2025-09-16,Ligne B,Produit X2,Soir,OP017,1452,41,2.85,4.1,12.35,15474.53,465.58,216.59,262.17,16418.88,11.63,0,6.2,1804.9
2025-09-16,Ligne C,Produit X2,Jour,OP017,676,42,6.27,32.7,6.76,14213.43,208.01,153.24,529.85,15104.53,23.79,0,8.6,1277.0
2025-09-16,Ligne A,Produit Y2,Nuit,OP013,224,9,4.22,87.2,2.32,4043.95,72.77,38.13,97.49,4252.34,19.69,0,11.0,317.7
2025-09-16,Ligne D,Produit Y2,Soir,OP018,322,7,2.25,9.4,3.45,3245.21,110.05,55.12,42.33,3452.72,10.93,0,10.2,459.4
2025-09-17,Ligne A,Produit Y1,Jour,OP011,823,10,1.26,110.0,6.62,15606.17,272.68,176.25,113.78,16168.88,19.86,0,3.2,1468.8
2025-09-17,Ligne D,Produit X1,Nuit,OP001,670,19,2.9,35.0,6.78,6063.83,250.57,88.77,103.18,6506.35,9.98,0,12.9,739.8
2025-09-18,Ligne C,Produit Y1,Soir,OP016,736,35,4.83,107.4,5.56,12586.69,201.94,48.09,359.13,13195.85,18.8,0,9.0,400.7
2025-09-19,Ligne A,Produit Y1,Soir,OP015,1476,89,6.04,54.0,10.44,31651.27,388.98,145.3,1145.11,33330.66,24.01,0,8.7,1210.8
2025-09-20,Ligne D,Produit Y2,Soir,OP005,1090,27,2.55,6.3,13.0,12963.4,435.66,106.8,192.67,13698.53,12.87,1,1.2,890.0
2025-09-21,Ligne A,Produit X1,Jour,OP012,1211,42,3.52,55.2,8.26,19741.76,323.53,179.92,410.81,20656.02,17.65,0,5.3,1499.4
2025-09-21,Ligne D,Produit X2,Soir,OP010,787,10,1.39,1.6,6.11,9978.67,193.49,140.86,76.08,10389.1,13.35,0,11.1,1173.8
2025-09-22,Ligne D,Produit Z1,Soir,OP007,286,6,2.44,4.2,3.22,6347.55,121.08,34.13,79.9,6582.66,23.43,1,12.1,284.4
2025-09-22,Ligne D,Produit Y2,Nuit,OP007,1364,32,2.4,94.0,9.5,13240.1,416.53,209.35,186.37,14052.34,10.54,0,2.0,1744.5
2025-09-22,Ligne B,Produit Z1,Soir,OP005,1401,51,3.64,3.6,12.11,22322.46,398.71,291.7,487.56,23500.43,17.39,0,6.5,2430.8
2025-09-22,Ligne C,Produit X1,Soir,OP008,1041,44,4.31,9.6,8.91,21743.68,317.38,221.03,551.42,22833.51,22.88,1,13.9,1841.9
2025-09-24,Ligne A,Produit Y1,Nuit,OP006,1129,75,6.69,50.9,9.72,16308.53,289.59,156.82,650.03,17404.97,16.5,1,1.3,1306.9
2025-09-24,Ligne A,Produit Y1,Jour,OP005,283,9,3.4,74.6,3.31,2455.67,106.85,63.11,46.86,2672.48,9.72,0,7.4,525.9
2025-09-24,Ligne D,Produit X2,Soir,OP009,1176,42,3.65,28.3,9.09,14757.29,381.71,249.81,316.23,15705.04,13.84,0,7.6,2081.8
2025-09-24,Ligne B,Produit X1,Soir,OP003,581,9,1.71,40.3,6.76,9035.09,270.2,80.12,83.98,9469.39,16.53,0,7.1,667.7
2025-09-25,Ligne D,Produit X2,Nuit,OP004,962,19,1.99,0.3,7.87,11792.81,222.22,222.95,139.75,12377.73,13.11,0,7.2,1857.9
2025-09-25,Ligne A,Produit Z1,Soir,OP002,1071,31,2.94,2.0,12.29,11813.11,529.73,143.01,205.16,12691.0,12.19,0,8.0,1191.7
2025-09-26,Ligne C,Produit Z1,Jour,OP011,776,53,6.84,36.0,7.78,8109.8,222.78,106.79,332.33,8771.71,12.12,0,12.4,889.9
2025-09-26,Ligne B,Produit Y2,Jour,OP004,529,11,2.11,25.8,3.6,4768.34,117.29,104.23,59.49,5049.35,9.73,0,14.9,868.6
2025-09-26,Ligne A,Produit X1,Jour,OP008,1193,31,2.65,32.2,9.2,11922.39,323.04,125.72,185.88,12557.02,10.8,0,8.8,1047.6
2025-09-26,Ligne C,Produit Y1,Soir,OP007,418,23,5.58,0.6,3.11,7912.33,117.99,77.25,261.22,8368.8,21.13,0,6.6,643.8
2025-09-27,Ligne D,Produit Z1,Soir,OP011,1020,31,3.05,36.8,9.09,24871.86,277.76,194.45,453.55,25797.61,26.06,0,2.2,1620.4
2025-09-27,Ligne C,Produit Z1,Jour,OP001,1233,48,3.97,30.6,13.49,28845.78,482.08,232.79,673.77,30234.42,25.49,0,9.9,1939.9
2025-09-27,Ligne B,Produit X1,Jour,OP014,1239,49,3.96,33.3,10.41,25375.39,466.55,238.61,602.13,26682.68,22.4,0,6.9,1988.4
2025-09-28,Ligne A,Produit Y2,Nuit,OP019,533,31,5.85,2.1,6.62,9043.86,278.69,49.19,315.6,9687.34,19.26,0,5.1,409.9
2025-09-28,Ligne C,Produit X2,Soir,OP001,579,29,5.08,6.4,6.21,10143.68,271.29,45.95,304.84,10765.75,19.54,0,3.7,382.9
2025-09-28,Ligne C,Produit X2,Jour,OP011,983,26,2.69,25.8,8.08,11890.68,356.57,220.57,188.7,12656.52,13.21,1,6.1,1838.1
2025-09-29,Ligne A,Produit X1,Jour,OP001,1438,76,5.31,37.1,15.76,13099.59,584.28,176.9,415.4,14276.17,10.47,0,7.1,1474.2
2025-09-29,Ligne C,Produit Y2,Nuit,OP003,822,89,10.92,29.7,10.01,6612.44,316.78,165.98,429.57,7524.76,10.25,0,6.5,1383.2
2025-09-30,Ligne A,Produit Y1,Soir,OP013,552,29,5.39,228.9,5.42,12639.24,183.49,105.51,398.41,13326.65,25.43,1,4.4,879.3
2025-09-30,Ligne A,Produit Z1,Nuit,OP011,1072,67,6.27,47.1,9.04,17194.39,305.75,105.46,644.79,18250.39,18.14,1,1.8,878.9
2025-10-01,Ligne A,Produit X2,Jour,OP005,1049,42,4.04,1.1,7.01,22700.5,284.18,158.56,545.33,23688.57,23.5,0,5.0,1321.3
2025-10-01,Ligne B,Produit X1,Soir,OP012,333,16,5.02,38.3,3.55,7974.43,116.57,29.34,229.89,8350.24,26.26,1,5.3,244.5
2025-10-01,Ligne D,Produit Y1,Soir,OP011,886,18,2.1,23.4,9.59,10597.94,288.49,137.92,129.18,11153.55,12.83,1,14.7,1149.4
2025-10-02,Ligne B,Produit Z1,Soir,OP012,1157,51,4.42,38.1,10.71,17096.74,429.67,246.07,452.17,18224.65,16.46,1,6.0,2050.6
2025-10-02,Ligne C,Produit Z1,Soir,OP008,271,16,6.0,21.3,2.78,4879.16,84.88,27.05,172.84,5163.93,20.17,0,2.2,225.4
2025-10-02,Ligne C,Produit Z1,Nuit,OP005,1120,57,5.16,31.2,12.59,11914.24,411.03,132.5,363.81,12821.59,12.05,0,2.5,1104.2
2025-10-02,Ligne A,Produit Y2,Soir,OP012,272,7,2.87,56.5,2.25,2812.44,97.93,27.63,43.43,2981.42,11.21,0,4.4,230.2
2025-10-03,Ligne D,Produit Y2,Soir,OP017,539,8,1.65,81.4,3.97,10227.67,151.06,119.69,91.08,10589.5,19.91,0,4.9,997.4
2025-10-03,Ligne A,Produit Y1,Soir,OP009,790,43,5.5,14.9,7.18,10072.81,241.43,131.16,328.96,10774.37,14.4,0,13.7,1093.0
2025-10-04,Ligne A,Produit Z1,Nuit,OP006,1021,34,3.33,4.6,8.33,14978.87,319.64,209.12,299.28,15806.91,16.0,1,13.6,1742.6
2025-10-04,Ligne D,Produit Z1,Soir,OP009,759,13,1.83,3.3,6.64,7882.58,269.63,179.51,81.01,8412.73,11.26,0,2.9,1495.9
2025-10-04,Ligne B,Produit X2,Soir,OP010,1440,39,2.71,49.1,10.37,14098.05,365.41,155.02,229.09,14847.58,10.59,0,12.2,1291.9
2025-10-04,Ligne A,Produit Y1,Nuit,OP019,538,23,4.38,79.7,6.26,12846.32,202.9,61.4,329.52,13440.13,26.05,1,10.7,511.6
2025-10-05,Ligne A,Produit Z1,Jour,OP006,1139,54,4.78,11.0,9.38,15326.99,401.39,94.01,435.99,16258.38,14.97,0,1.4,783.4
2025-10-05,Ligne D,Produit Y1,Jour,OP019,579,13,2.35,8.1,4.0,5531.79,141.9,112.31,74.52,5860.52,10.34,0,13.8,935.9
2025-10-05,Ligne B,Produit Z1,Jour,OP008,981,29,3.03,19.6,8.54,8819.23,239.72,158.0,156.43,9373.37,9.84,1,5.2,1316.6
2025-10-06,Ligne D,Produit Z1,Nuit,OP012,989,25,2.58,36.3,6.8,16771.83,213.31,114.52,254.38,17354.04,17.98,1,6.8,954.3
2025-10-06,Ligne A,Produit Y2,Jour,OP020,777,32,4.13,81.0,5.86,7255.67,192.26,160.12,179.29,7787.34,10.44,1,2.8,1334.4
2025-10-07,Ligne A,Produit Z1,Jour,OP009,935,21,2.32,0.8,7.69,8743.2,308.39,56.9,117.82,9226.32,10.08,0,14.9,474.2
2025-10-08,Ligne B,Produit X2,Jour,OP001,443,17,4.03,4.4,5.49,10107.87,211.69,72.0,232.73,10624.3,24.88,1,1.7,600.0
2025-10-08,Ligne D,Produit Y2,Nuit,OP020,1058,25,2.45,7.9,8.91,15716.5,298.43,108.65,222.82,16346.41,15.81,0,6.5,905.4
2025-10-08,Ligne B,Produit X2,Nuit,OP002,1084,38,3.51,92.9,12.39,18783.02,536.83,259.14,395.07,19974.05,19.08,0,8.2,2159.5
2025-10-08,Ligne D,Produit X1,Nuit,OP007,541,12,2.34,61.0,3.76,12956.95,135.06,127.76,172.44,13392.21,25.27,0,4.7,1064.6
2025-10-10,Ligne A,Produit X1,Jour,OP002,803,32,4.07,270.5,5.67,9770.6,181.39,142.5,233.62,10328.1,13.38,0,8.4,1187.5
2025-10-10,Ligne B,Produit X1,Jour,OP001,936,12,1.32,51.1,6.57,13632.14,226.4,101.92,104.86,14065.32,15.21,0,14.0,849.4
2025-10-10,Ligne B,Produit Z1,Soir,OP016,283,8,3.01,49.7,3.21,3666.21,101.21,53.54,62.18,3883.13,14.07,1,8.2,446.1
2025-10-10,Ligne C,Produit X1,Soir,OP005,1040,41,4.03,113.8,7.03,25888.42,308.51,160.64,612.36,26969.94,26.97,0,3.9,1338.7
2025-10-10,Ligne C,Produit X1,Jour,OP003,541,34,6.42,155.5,6.62,7426.01,236.93,52.14,280.02,7995.11,15.74,0,10.6,434.5
2025-10-11,Ligne A,Produit X1,Soir,OP019,1220,77,6.35,13.2,12.65,21372.04,535.75,129.47,809.33,22846.59,19.97,1,2.6,1078.9
2025-10-11,Ligne B,Produit Z1,Jour,OP011,1351,34,2.53,14.7,11.63,30239.61,385.96,321.97,456.62,31404.16,23.83,0,7.1,2683.1
2025-10-12,Ligne D,Produit X1,Jour,OP002,556,8,1.5,12.2,5.15,8055.72,214.71,104.07,69.55,8444.05,15.38,0,6.7,867.3
2025-10-12,Ligne A,Produit Y1,Soir,OP015,1200,30,2.54,15.7,12.86,23461.95,499.69,131.53,351.93,24445.09,20.88,0,12.3,1096.1
2025-10-12,Ligne B,Produit X1,Jour,OP011,538,8,1.66,45.1,5.12,7289.92,188.91,120.67,65.04,7664.54,14.43,1,3.6,1005.6
2025-10-12,Ligne B,Produit Y2,Jour,OP019,888,14,1.68,47.1,6.04,19682.32,185.38,69.19,186.18,20123.07,23.0,1,15.0,576.6
2025-10-12,Ligne B,Produit Y2,Soir,OP008,992,45,4.61,26.1,9.08,23385.94,361.8,137.41,636.51,24521.66,25.87,1,12.8,1145.1
2025-10-12,Ligne A,Produit Y2,Nuit,OP017,346,5,1.71,14.9,3.42,4258.81,105.45,65.68,36.93,4466.87,13.06,0,1.1,547.3
2025-10-13,Ligne A,Produit X1,Soir,OP006,407,15,3.71,36.9,3.31,5739.47,147.91,48.81,126.92,6063.11,15.43,0,4.6,406.8
2025-10-14,Ligne C,Produit Z1,Jour,OP001,1161,83,7.17,10.7,11.57,23753.69,358.06,225.48,1018.89,25356.11,23.5,0,3.0,1879.0
2025-10-14,Ligne B,Produit Z1,Soir,OP008,290,9,3.2,2.1,2.04,4173.1,80.38,22.92,77.71,4354.11,15.44,0,4.2,191.0
2025-10-15,Ligne C,Produit Y2,Jour,OP005,993,43,4.34,32.6,8.67,22542.75,265.17,76.83,585.7,23470.45,24.68,0,10.0,640.2
2025-10-15,Ligne B,Produit Y1,Nuit,OP015,759,27,3.58,88.2,7.21,10992.39,252.78,96.33,234.62,11576.12,15.79,1,12.0,802.8
2025-10-15,Ligne D,Produit Y2,Jour,OP006,1035,15,1.51,19.5,10.28,22735.0,431.61,182.5,197.7,23546.81,23.06,0,4.1,1520.8
2025-10-16,Ligne D,Produit Y1,Soir,OP017,211,3,1.87,7.2,1.91,2506.15,70.18,41.13,21.38,2638.85,12.63,1,14.9,342.8
2025-10-16,Ligne D,Produit Z1,Jour,OP002,376,8,2.22,19.0,3.38,8289.51,141.93,56.77,105.82,8594.03,23.29,0,4.8,473.1
2025-10-16,Ligne D,Produit X2,Jour,OP016,767,17,2.24,36.9,6.55,15317.47,268.92,147.9,203.7,15938.0,21.22,1,14.5,1232.5
2025-10-16,Ligne C,Produit Y2,Nuit,OP018,479,47,9.85,5.0,4.11,10473.04,152.57,88.37,616.58,11330.56,26.17,0,4.5,736.4
2025-10-17,Ligne B,Produit Z1,Soir,OP003,1445,54,3.76,121.7,14.01,32427.43,615.91,237.22,727.09,34007.65,24.43,0,5.0,1976.9
2025-10-17,Ligne D,Produit Y2,Soir,OP019,1307,24,1.88,12.9,14.41,25808.33,542.51,235.74,284.35,26870.93,20.93,0,7.1,1964.5
2025-10-18,Ligne A,Produit X1,Jour,OP009,1037,45,4.36,8.3,8.6,15536.4,331.04,62.68,404.52,16334.63,16.45,0,3.8,522.3
2025-10-18,Ligne A,Produit X2,Jour,OP003,788,21,2.76,11.5,6.54,8468.63,237.09,75.32,135.41,8916.45,11.61,0,9.8,627.7
2025-10-18,Ligne B,Produit X1,Soir,OP002,314,12,3.87,254.0,2.27,2848.38,80.99,28.09,65.31,3022.78,9.98,0,6.0,234.1
2025-10-19,Ligne A,Produit X2,Nuit,OP014,1442,49,3.42,29.4,12.77,19172.0,486.91,343.37,390.89,20393.16,14.63,0,14.1,2861.4
2025-10-20,Ligne C,Produit X2,Jour,OP015,709,46,6.6,51.6,7.92,17251.77,330.46,160.15,671.58,18413.96,27.73,1,12.2,1334.5
